fecha,semana,finca,zona,responsable_equipo,litros_leche,kilos_maiz,calidad_dato,observacion
2026-05-21,3,Los Naranjos,Norte,Programador,55.99,114.85,ok,sin novedad
2026-05-22,4,San Miguel,Sur,Programador,55.57,226.26,ok,sin novedad
2026-05-23,4,La Rivera,Sur,Coordinador,72.66,189.29,dato_incompleto,pendiente confirmar turno
2026-05-24,4,Monteverde,Sur,Coordinador,53.83,135.07,ok,sin novedad
2026-05-25,4,El Guadual,Centro,Vocero,33.96,244.02,ok,sin novedad
2026-05-26,4,Buena Vista,Centro,Documentador,62.4,164.19,ok,sin novedad
2026-05-27,4,La Esperanza,Centro,Disenador visual,48.9,229.49,ok,sin novedad
2026-05-28,4,El Progreso,Oriente,Disenador visual,51.55,115.86,ok,sin novedad
2026-05-29,5,Los Naranjos,Oriente,Programador,44.32,260.76,ok,sin novedad
2026-05-30,5,San Miguel,Oriente,Tester,64.4,103.24,revisar,produccion atipica
2026-05-31,5,La Rivera,Norte,Tester,46.9,93.7,ok,sin novedad
2026-06-01,5,Monteverde,Norte,Tester,51.87,157.67,ok,sin novedad
2026-06-02,5,El Guadual,Norte,Tester,43.64,139.45,dato_incompleto,pendiente confirmar turno
2026-06-03,5,Buena Vista,Sur,Coordinador,44.74,90.48,dato_incompleto,dato reportado tarde
2026-06-04,5,La Esperanza,Sur,Programador,41.86,204.65,ok,sin novedad
2026-06-05,6,El Progreso,Sur,Disenador visual,64.64,68.58,dato_incompleto,dato reportado tarde
2026-06-06,6,Los Naranjos,Centro,Coordinador,24.93,93.48,ok,sin novedad
2026-06-07,6,San Miguel,Centro,Disenador visual,60.45,144.56,ok,sin novedad
2026-06-08,6,La Rivera,Centro,Vocero,61.19,247.85,ok,sin novedad
2026-06-09,6,Monteverde,Oriente,Disenador visual,32.77,196.43,ok,sin novedad
2026-06-10,6,El Guadual,Oriente,Disenador visual,43.23,229.91,ok,sin novedad
2026-06-11,6,Buena Vista,Oriente,Coordinador,70.52,172.62,ok,sin novedad
2026-05-01,1,La Esperanza,Norte,Vocero,30.32,138.61,ok,sin novedad
2026-05-02,1,El Progreso,Norte,Coordinador,62.03,114.48,ok,sin novedad
2026-05-03,1,Los Naranjos,Norte,Documentador,57.39,228.15,ok,sin novedad
2026-05-04,1,San Miguel,Sur,Tester,43.57,211.24,ok,sin novedad
2026-05-05,1,La Rivera,Sur,Tester,61.21,131.66,ok,sin novedad
2026-05-06,1,Monteverde,Sur,Programador,54.31,127.9,ok,sin novedad
2026-05-07,1,El Guadual,Centro,Documentador,74.83,238.8,ok,sin novedad
2026-05-08,2,Buena Vista,Centro,Coordinador,64.96,151.72,ok,sin novedad
2026-05-09,2,La Esperanza,Centro,Programador,59.57,247.67,dato_incompleto,pendiente confirmar turno
2026-05-10,2,El Progreso,Oriente,Vocero,29.71,107.52,ok,sin novedad
2026-05-11,2,Los Naranjos,Oriente,Vocero,36.1,172.95,ok,sin novedad
2026-05-12,2,San Miguel,Oriente,Tester,51.66,224.22,ok,sin novedad
2026-05-13,2,La Rivera,Norte,Tester,60.73,142.06,ok,sin novedad
2026-05-14,2,Monteverde,Norte,Programador,47.1,172.01,ok,sin novedad
2026-05-15,3,El Guadual,Norte,Tester,55.66,177.3,ok,sin novedad
2026-05-16,3,Buena Vista,Sur,Coordinador,56.43,208.97,ok,sin novedad
2026-05-17,3,La Esperanza,Sur,Documentador,67.05,129.07,ok,sin novedad
2026-05-18,3,El Progreso,Sur,Vocero,50.44,99.3,ok,sin novedad
2026-05-19,3,Los Naranjos,Centro,Vocero,23.0,111.39,ok,sin novedad
2026-05-20,3,San Miguel,Centro,Programador,61.74,172.09,ok,sin novedad
2026-05-21,3,La Rivera,Centro,Programador,49.36,172.25,ok,sin novedad
2026-05-22,4,Monteverde,Oriente,Disenador visual,53.04,178.24,ok,sin novedad
2026-05-23,4,El Guadual,Oriente,Tester,57.35,161.81,ok,sin novedad
2026-05-24,4,Buena Vista,Oriente,Tester,54.27,145.72,ok,sin novedad
2026-05-25,4,La Esperanza,Norte,Coordinador,67.91,163.64,ok,sin novedad
2026-05-26,4,El Progreso,Norte,Vocero,23.62,98.59,ok,sin novedad
2026-05-27,4,Los Naranjos,Norte,Programador,48.55,139.42,ok,sin novedad
2026-05-28,4,San Miguel,Sur,Documentador,29.46,128.24,ok,sin novedad
2026-05-29,5,La Rivera,Sur,Documentador,59.69,193.47,ok,sin novedad
2026-05-30,5,Monteverde,Sur,Tester,36.39,94.65,ok,sin novedad
2026-05-31,5,El Guadual,Centro,Tester,51.5,191.71,ok,sin novedad
2026-06-01,5,Buena Vista,Centro,Vocero,34.78,212.11,ok,sin novedad
2026-06-02,5,La Esperanza,Centro,Programador,29.49,115.25,ok,sin novedad
2026-06-03,5,El Progreso,Oriente,Coordinador,59.84,242.88,ok,sin novedad
2026-06-04,5,Los Naranjos,Oriente,Coordinador,52.53,161.51,ok,sin novedad
2026-06-05,6,San Miguel,Oriente,Disenador visual,51.84,126.47,ok,sin novedad
2026-06-06,6,La Rivera,Norte,Programador,31.82,76.45,ok,sin novedad
2026-06-07,6,Monteverde,Norte,Vocero,41.08,205.05,revisar,verificar registro manual
2026-06-08,6,El Guadual,Norte,Vocero,47.34,199.09,ok,sin novedad
2026-06-09,6,Buena Vista,Sur,Coordinador,80.24,181.62,ok,sin novedad
2026-06-10,6,La Esperanza,Sur,Disenador visual,64.11,142.28,ok,sin novedad
2026-06-11,6,El Progreso,Sur,Disenador visual,48.37,197.88,ok,sin novedad
2026-05-01,1,Los Naranjos,Centro,Disenador visual,56.89,147.81,ok,sin novedad
2026-05-02,1,San Miguel,Centro,Tester,70.96,161.21,ok,sin novedad
2026-05-03,1,La Rivera,Centro,Disenador visual,43.9,114.26,ok,sin novedad
2026-05-04,1,Monteverde,Oriente,Disenador visual,49.21,175.15,ok,sin novedad
2026-05-05,1,El Guadual,Oriente,Documentador,34.86,168.9,dato_incompleto,pendiente confirmar turno
2026-05-06,1,Buena Vista,Oriente,Programador,37.29,256.04,ok,sin novedad
2026-05-07,1,La Esperanza,Norte,Vocero,28.0,109.38,ok,sin novedad
2026-05-08,2,El Progreso,Norte,Programador,33.64,85.25,ok,sin novedad
2026-05-09,2,Los Naranjos,Norte,Coordinador,61.88,139.84,ok,sin novedad
2026-05-10,2,San Miguel,Sur,Coordinador,37.29,87.65,ok,sin novedad
2026-05-11,2,La Rivera,Sur,Programador,58.47,95.54,ok,sin novedad
2026-05-12,2,Monteverde,Sur,Coordinador,32.27,200.92,ok,sin novedad
2026-05-13,2,El Guadual,Centro,Coordinador,56.71,227.19,ok,sin novedad
2026-05-14,2,Buena Vista,Centro,Coordinador,69.49,148.46,ok,sin novedad
2026-05-15,3,La Esperanza,Centro,Vocero,37.34,181.31,revisar,verificar registro manual
2026-05-16,3,El Progreso,Oriente,Disenador visual,54.2,94.62,ok,sin novedad
2026-05-17,3,Los Naranjos,Oriente,Coordinador,61.2,258.81,ok,sin novedad
2026-05-18,3,San Miguel,Oriente,Coordinador,67.6,182.01,ok,sin novedad
2026-05-19,3,La Rivera,Norte,Documentador,75.27,216.21,revisar,produccion atipica
2026-05-20,3,Monteverde,Norte,Documentador,34.61,138.51,ok,sin novedad
2026-05-21,3,El Guadual,Norte,Programador,39.3,220.53,ok,sin novedad
2026-05-22,4,Buena Vista,Sur,Documentador,53.08,234.58,ok,sin novedad
2026-05-23,4,La Esperanza,Sur,Vocero,24.01,127.03,ok,sin novedad
2026-05-24,4,El Progreso,Sur,Programador,69.71,146.08,ok,sin novedad
2026-05-25,4,Los Naranjos,Centro,Programador,64.13,251.35,ok,sin novedad
2026-05-26,4,San Miguel,Centro,Programador,24.5,214.76,ok,sin novedad
2026-05-27,4,La Rivera,Centro,Documentador,34.06,160.22,ok,sin novedad
2026-05-28,4,Monteverde,Oriente,Programador,69.31,247.56,ok,sin novedad
2026-05-29,5,El Guadual,Oriente,Disenador visual,53.9,101.44,ok,sin novedad
2026-05-30,5,Buena Vista,Oriente,Disenador visual,59.87,109.42,ok,sin novedad
2026-05-31,5,La Esperanza,Norte,Programador,19.35,171.48,ok,sin novedad
2026-06-01,5,El Progreso,Norte,Vocero,43.94,183.39,ok,sin novedad
2026-06-02,5,Los Naranjos,Norte,Programador,47.17,104.55,ok,sin novedad
2026-06-03,5,San Miguel,Sur,Coordinador,70.28,210.17,ok,sin novedad
2026-06-04,5,La Rivera,Sur,Programador,61.04,246.41,ok,sin novedad
2026-06-05,6,Monteverde,Sur,Documentador,36.87,78.12,ok,sin novedad
2026-06-06,6,El Guadual,Centro,Tester,35.52,106.04,ok,sin novedad
2026-06-07,6,Buena Vista,Centro,Documentador,54.94,201.45,dato_incompleto,dato reportado tarde
2026-06-08,6,La Esperanza,Centro,Tester,38.3,104.85,ok,sin novedad
2026-06-09,6,El Progreso,Oriente,Disenador visual,49.88,183.04,ok,sin novedad
2026-06-10,6,Los Naranjos,Oriente,Programador,42.39,144.53,ok,sin novedad
2026-06-11,6,San Miguel,Oriente,Programador,64.96,263.03,ok,sin novedad
2026-05-01,1,La Rivera,Norte,Tester,44.29,225.22,ok,sin novedad
2026-05-02,1,Monteverde,Norte,Documentador,29.17,210.33,ok,sin novedad
2026-05-03,1,El Guadual,Norte,Coordinador,45.48,115.41,ok,sin novedad
2026-05-04,1,Buena Vista,Sur,Vocero,40.71,139.32,ok,sin novedad
2026-05-05,1,La Esperanza,Sur,Programador,41.65,169.48,dato_incompleto,dato reportado tarde
2026-05-06,1,El Progreso,Sur,Programador,45.24,139.03,ok,sin novedad
2026-05-07,1,Los Naranjos,Centro,Tester,52.67,155.29,ok,sin novedad
2026-05-08,2,San Miguel,Centro,Documentador,35.84,239.22,ok,sin novedad
2026-05-09,2,La Rivera,Centro,Disenador visual,31.23,255.3,ok,sin novedad
2026-05-10,2,Monteverde,Oriente,Documentador,39.26,188.51,ok,sin novedad
2026-05-11,2,El Guadual,Oriente,Programador,50.11,197.87,ok,sin novedad
2026-05-12,2,Buena Vista,Oriente,Vocero,72.97,137.22,ok,sin novedad
2026-05-13,2,La Esperanza,Norte,Vocero,34.95,75.81,ok,sin novedad
2026-05-14,2,El Progreso,Norte,Disenador visual,64.2,134.68,ok,sin novedad
2026-05-15,3,Los Naranjos,Norte,Programador,44.24,157.56,ok,sin novedad
2026-05-16,3,San Miguel,Sur,Coordinador,29.7,91.92,ok,sin novedad
2026-05-17,3,La Rivera,Sur,Documentador,47.28,113.91,ok,sin novedad
2026-05-18,3,Monteverde,Sur,Tester,36.72,139.54,ok,sin novedad
2026-05-19,3,El Guadual,Centro,Disenador visual,42.9,193.24,ok,sin novedad
2026-05-20,3,Buena Vista,Centro,Programador,64.07,127.14,ok,sin novedad
2026-05-21,3,La Esperanza,Centro,Vocero,55.09,213.64,ok,sin novedad
2026-05-22,4,El Progreso,Oriente,Programador,68.74,193.82,ok,sin novedad
2026-05-23,4,Los Naranjos,Oriente,Documentador,33.53,209.22,dato_incompleto,falta firma
2026-05-24,4,San Miguel,Oriente,Tester,56.21,258.3,ok,sin novedad
2026-05-25,4,La Rivera,Norte,Programador,56.73,193.89,ok,sin novedad
2026-05-26,4,Monteverde,Norte,Programador,34.77,62.99,ok,sin novedad
2026-05-27,4,El Guadual,Norte,Tester,65.09,232.86,ok,sin novedad
2026-05-28,4,Buena Vista,Sur,Documentador,36.42,72.56,ok,sin novedad
2026-05-29,5,La Esperanza,Sur,Disenador visual,30.72,198.65,ok,sin novedad
2026-05-30,5,El Progreso,Sur,Vocero,55.87,106.1,ok,sin novedad
2026-05-31,5,Los Naranjos,Centro,Tester,58.09,207.85,ok,sin novedad
2026-06-01,5,San Miguel,Centro,Programador,25.11,158.28,ok,sin novedad
2026-06-02,5,La Rivera,Centro,Tester,27.92,255.12,ok,sin novedad
2026-06-03,5,Monteverde,Oriente,Coordinador,29.39,170.32,ok,sin novedad
2026-06-04,5,El Guadual,Oriente,Vocero,59.4,125.87,ok,sin novedad
2026-06-05,6,Buena Vista,Oriente,Disenador visual,44.02,169.31,ok,sin novedad
2026-06-06,6,La Esperanza,Norte,Disenador visual,43.0,114.3,ok,sin novedad
2026-06-07,6,El Progreso,Norte,Vocero,35.98,116.75,ok,sin novedad
2026-06-08,6,Los Naranjos,Norte,Programador,68.88,208.54,ok,sin novedad
2026-06-09,6,San Miguel,Sur,Coordinador,35.02,228.75,ok,sin novedad
2026-06-10,6,La Rivera,Sur,Disenador visual,32.31,90.29,ok,sin novedad
2026-06-11,6,Monteverde,Sur,Documentador,60.55,207.53,ok,sin novedad
2026-05-01,1,El Guadual,Centro,Disenador visual,79.37,130.4,ok,sin novedad
2026-05-02,1,Buena Vista,Centro,Programador,64.96,79.23,ok,sin novedad
2026-05-03,1,La Esperanza,Centro,Disenador visual,36.86,190.18,ok,sin novedad
2026-05-04,1,El Progreso,Oriente,Vocero,26.66,93.82,ok,sin novedad
2026-05-05,1,Los Naranjos,Oriente,Vocero,47.93,128.09,ok,sin novedad
2026-05-06,1,San Miguel,Oriente,Disenador visual,72.71,216.94,ok,sin novedad
2026-05-07,1,La Rivera,Norte,Vocero,60.08,178.5,ok,sin novedad
2026-05-08,2,Monteverde,Norte,Programador,48.96,76.9,ok,sin novedad
2026-05-09,2,El Guadual,Norte,Tester,60.56,88.14,revisar,posible duplicado
2026-05-10,2,Buena Vista,Sur,Tester,66.24,112.93,ok,sin novedad
2026-05-11,2,La Esperanza,Sur,Coordinador,54.26,181.48,ok,sin novedad
2026-05-12,2,El Progreso,Sur,Coordinador,64.08,119.95,revisar,posible duplicado
2026-05-13,2,Los Naranjos,Centro,Disenador visual,22.35,201.6,ok,sin novedad
2026-05-14,2,San Miguel,Centro,Tester,68.04,214.94,ok,sin novedad
2026-05-15,3,La Rivera,Centro,Documentador,54.06,220.99,ok,sin novedad
2026-05-16,3,Monteverde,Oriente,Vocero,66.89,175.16,ok,sin novedad
2026-05-17,3,El Guadual,Oriente,Tester,58.84,225.17,ok,sin novedad
2026-05-18,3,Buena Vista,Oriente,Tester,55.52,242.13,ok,sin novedad
2026-05-19,3,La Esperanza,Norte,Documentador,50.6,81.09,ok,sin novedad
2026-05-20,3,El Progreso,Norte,Programador,68.4,151.9,ok,sin novedad
2026-05-21,3,Los Naranjos,Norte,Disenador visual,23.96,160.8,ok,sin novedad
2026-05-22,4,San Miguel,Sur,Tester,61.02,156.73,ok,sin novedad
2026-05-23,4,La Rivera,Sur,Programador,33.24,226.46,ok,sin novedad
2026-05-24,4,Monteverde,Sur,Documentador,55.09,170.71,ok,sin novedad
2026-05-25,4,El Guadual,Centro,Tester,65.41,180.96,ok,sin novedad
2026-05-26,4,Buena Vista,Centro,Documentador,81.57,173.39,ok,sin novedad
2026-05-27,4,La Esperanza,Centro,Vocero,35.45,182.93,ok,sin novedad
2026-05-28,4,El Progreso,Oriente,Programador,61.38,149.43,ok,sin novedad
2026-05-29,5,Los Naranjos,Oriente,Vocero,63.86,112.9,ok,sin novedad
2026-05-30,5,San Miguel,Oriente,Disenador visual,25.02,211.65,ok,sin novedad
2026-05-31,5,La Rivera,Norte,Disenador visual,40.28,97.22,dato_incompleto,pendiente confirmar turno
2026-06-01,5,Monteverde,Norte,Disenador visual,67.9,82.31,ok,sin novedad
2026-06-02,5,El Guadual,Norte,Documentador,47.65,166.58,ok,sin novedad
2026-06-03,5,Buena Vista,Sur,Documentador,48.04,207.58,ok,sin novedad
2026-06-04,5,La Esperanza,Sur,Documentador,52.26,86.65,dato_incompleto,dato reportado tarde
2026-06-05,6,El Progreso,Sur,Tester,23.67,179.48,ok,sin novedad
2026-06-06,6,Los Naranjos,Centro,Tester,65.4,238.56,ok,sin novedad
2026-06-07,6,San Miguel,Centro,Vocero,55.91,161.46,ok,sin novedad
2026-06-08,6,La Rivera,Centro,Tester,36.43,115.65,revisar,produccion atipica
2026-06-09,6,Monteverde,Oriente,Tester,38.57,120.68,ok,sin novedad
2026-06-10,6,El Guadual,Oriente,Documentador,72.05,241.15,ok,sin novedad
2026-06-11,6,Buena Vista,Oriente,Documentador,73.19,153.18,ok,sin novedad
2026-05-01,1,La Esperanza,Norte,Documentador,64.57,183.68,ok,sin novedad
2026-05-02,1,El Progreso,Norte,Tester,26.55,111.13,ok,sin novedad
2026-05-03,1,Los Naranjos,Norte,Disenador visual,57.89,113.51,ok,sin novedad
2026-05-04,1,San Miguel,Sur,Tester,30.12,172.08,ok,sin novedad
2026-05-05,1,La Rivera,Sur,Tester,35.58,170.12,ok,sin novedad
2026-05-06,1,Monteverde,Sur,Coordinador,36.66,89.93,ok,sin novedad
2026-05-07,1,El Guadual,Centro,Disenador visual,35.01,192.01,revisar,posible duplicado
2026-05-08,2,Buena Vista,Centro,Tester,50.5,141.99,ok,sin novedad
2026-05-09,2,La Esperanza,Centro,Tester,31.3,148.62,ok,sin novedad
2026-05-10,2,El Progreso,Oriente,Documentador,27.73,194.81,ok,sin novedad
2026-05-11,2,Los Naranjos,Oriente,Vocero,59.09,164.57,ok,sin novedad
2026-05-12,2,San Miguel,Oriente,Vocero,28.42,246.07,ok,sin novedad
2026-05-13,2,La Rivera,Norte,Coordinador,74.49,236.59,ok,sin novedad
2026-05-14,2,Monteverde,Norte,Programador,62.18,232.8,revisar,produccion atipica
2026-05-15,3,El Guadual,Norte,Disenador visual,40.46,102.57,ok,sin novedad
2026-05-16,3,Buena Vista,Sur,Documentador,71.7,114.36,dato_incompleto,falta firma
2026-05-17,3,La Esperanza,Sur,Disenador visual,44.24,181.43,revisar,verificar registro manual
2026-05-18,3,El Progreso,Sur,Tester,27.63,244.75,ok,sin novedad
2026-05-19,3,Los Naranjos,Centro,Tester,36.19,239.02,ok,sin novedad
2026-05-20,3,San Miguel,Centro,Coordinador,65.6,129.92,ok,sin novedad
2026-05-21,3,La Rivera,Centro,Programador,74.97,151.86,revisar,posible duplicado
2026-05-22,4,Monteverde,Oriente,Coordinador,35.61,136.21,ok,sin novedad
2026-05-23,4,El Guadual,Oriente,Vocero,33.13,105.63,ok,sin novedad
2026-05-24,4,Buena Vista,Oriente,Programador,33.23,134.3,ok,sin novedad
2026-05-25,4,La Esperanza,Norte,Tester,48.76,103.95,ok,sin novedad
2026-05-26,4,El Progreso,Norte,Documentador,49.38,158.27,ok,sin novedad
2026-05-27,4,Los Naranjos,Norte,Disenador visual,26.62,183.76,ok,sin novedad
2026-05-28,4,San Miguel,Sur,Disenador visual,31.73,220.8,ok,sin novedad
2026-05-29,5,La Rivera,Sur,Programador,72.8,217.64,ok,sin novedad
2026-05-30,5,Monteverde,Sur,Vocero,33.8,216.68,ok,sin novedad
2026-05-31,5,El Guadual,Centro,Tester,69.93,113.04,ok,sin novedad
2026-06-01,5,Buena Vista,Centro,Programador,34.99,117.21,ok,sin novedad
2026-06-02,5,La Esperanza,Centro,Disenador visual,54.45,77.94,ok,sin novedad
2026-06-03,5,El Progreso,Oriente,Tester,29.26,185.36,ok,sin novedad
2026-06-04,5,Los Naranjos,Oriente,Vocero,49.29,234.8,ok,sin novedad
2026-06-05,6,San Miguel,Oriente,Vocero,73.57,173.44,ok,sin novedad
2026-06-06,6,La Rivera,Norte,Programador,33.15,234.79,revisar,verificar registro manual
2026-06-07,6,Monteverde,Norte,Tester,77.96,225.68,ok,sin novedad
2026-06-08,6,El Guadual,Norte,Documentador,56.6,104.15,dato_incompleto,pendiente confirmar turno
2026-06-09,6,Buena Vista,Sur,Disenador visual,48.15,169.73,ok,sin novedad
2026-06-10,6,La Esperanza,Sur,Coordinador,53.27,88.1,dato_incompleto,pendiente confirmar turno
2026-06-11,6,El Progreso,Sur,Programador,47.01,97.49,ok,sin novedad
2026-05-01,1,Los Naranjos,Centro,Disenador visual,48.5,241.94,ok,sin novedad
2026-05-02,1,San Miguel,Centro,Tester,72.83,173.79,ok,sin novedad
2026-05-03,1,La Rivera,Centro,Documentador,70.83,200.24,ok,sin novedad
2026-05-04,1,Monteverde,Oriente,Vocero,62.28,89.39,ok,sin novedad
2026-05-05,1,El Guadual,Oriente,Vocero,50.02,171.17,ok,sin novedad
2026-05-06,1,Buena Vista,Oriente,Vocero,38.76,153.96,ok,sin novedad
2026-05-07,1,La Esperanza,Norte,Vocero,51.63,196.4,ok,sin novedad
2026-05-08,2,El Progreso,Norte,Documentador,58.97,109.24,ok,sin novedad
2026-05-09,2,Los Naranjos,Norte,Documentador,52.2,207.35,ok,sin novedad
2026-05-10,2,San Miguel,Sur,Disenador visual,31.91,177.66,ok,sin novedad
2026-05-11,2,La Rivera,Sur,Vocero,60.83,116.66,ok,sin novedad
2026-05-12,2,Monteverde,Sur,Tester,63.88,91.73,ok,sin novedad
2026-05-13,2,El Guadual,Centro,Disenador visual,77.8,248.01,ok,sin novedad
2026-05-14,2,Buena Vista,Centro,Coordinador,38.16,103.64,dato_incompleto,pendiente confirmar turno
2026-05-15,3,La Esperanza,Centro,Disenador visual,32.84,218.64,dato_incompleto,dato reportado tarde
2026-05-16,3,El Progreso,Oriente,Documentador,67.83,236.05,ok,sin novedad
2026-05-17,3,Los Naranjos,Oriente,Disenador visual,64.87,173.85,revisar,produccion atipica
2026-05-18,3,San Miguel,Oriente,Documentador,46.6,114.08,dato_incompleto,pendiente confirmar turno
2026-05-19,3,La Rivera,Norte,Documentador,41.61,93.2,ok,sin novedad
2026-05-20,3,Monteverde,Norte,Documentador,36.05,193.4,ok,sin novedad
2026-05-21,3,El Guadual,Norte,Documentador,69.79,135.69,ok,sin novedad
2026-05-22,4,Buena Vista,Sur,Coordinador,56.28,199.44,ok,sin novedad
2026-05-23,4,La Esperanza,Sur,Disenador visual,39.72,151.0,ok,sin novedad
2026-05-24,4,El Progreso,Sur,Tester,32.12,106.72,ok,sin novedad
2026-05-25,4,Los Naranjos,Centro,Vocero,39.23,165.56,ok,sin novedad
2026-05-26,4,San Miguel,Centro,Tester,24.73,219.84,ok,sin novedad
2026-05-27,4,La Rivera,Centro,Programador,55.1,199.64,ok,sin novedad
2026-05-28,4,Monteverde,Oriente,Programador,78.35,194.19,ok,sin novedad
2026-05-29,5,El Guadual,Oriente,Tester,75.18,119.71,ok,sin novedad
2026-05-30,5,Buena Vista,Oriente,Tester,41.41,97.48,revisar,posible duplicado
2026-05-31,5,La Esperanza,Norte,Coordinador,62.26,111.02,ok,sin novedad
2026-06-01,5,El Progreso,Norte,Coordinador,45.67,211.25,ok,sin novedad
2026-06-02,5,Los Naranjos,Norte,Programador,59.47,91.67,ok,sin novedad
2026-06-03,5,San Miguel,Sur,Coordinador,52.07,101.87,ok,sin novedad
2026-06-04,5,La Rivera,Sur,Coordinador,60.92,191.62,ok,sin novedad
2026-06-05,6,Monteverde,Sur,Disenador visual,55.06,239.34,ok,sin novedad
2026-06-06,6,El Guadual,Centro,Vocero,31.19,231.27,ok,sin novedad
2026-06-07,6,Buena Vista,Centro,Vocero,61.23,116.04,ok,sin novedad
2026-06-08,6,La Esperanza,Centro,Disenador visual,55.13,156.99,ok,sin novedad
2026-06-09,6,El Progreso,Oriente,Tester,33.9,172.06,ok,sin novedad
2026-06-10,6,Los Naranjos,Oriente,Programador,50.23,186.09,ok,sin novedad
2026-06-11,6,San Miguel,Oriente,Vocero,59.33,229.79,ok,sin novedad
2026-05-01,1,La Rivera,Norte,Documentador,35.28,158.23,ok,sin novedad
2026-05-02,1,Monteverde,Norte,Programador,43.59,67.87,ok,sin novedad
2026-05-03,1,El Guadual,Norte,Disenador visual,68.48,153.08,ok,sin novedad
2026-05-04,1,Buena Vista,Sur,Disenador visual,67.87,110.66,ok,sin novedad
2026-05-05,1,La Esperanza,Sur,Coordinador,56.82,120.67,ok,sin novedad
2026-05-06,1,El Progreso,Sur,Disenador visual,31.01,191.35,ok,sin novedad
2026-05-07,1,Los Naranjos,Centro,Tester,53.66,172.87,ok,sin novedad
2026-05-08,2,San Miguel,Centro,Coordinador,27.33,127.69,ok,sin novedad
2026-05-09,2,La Rivera,Centro,Coordinador,37.36,197.9,ok,sin novedad
2026-05-10,2,Monteverde,Oriente,Coordinador,40.94,109.65,ok,sin novedad
2026-05-11,2,El Guadual,Oriente,Coordinador,57.46,87.23,ok,sin novedad
2026-05-12,2,Buena Vista,Oriente,Coordinador,50.63,109.37,ok,sin novedad
2026-05-13,2,La Esperanza,Norte,Documentador,38.75,236.39,ok,sin novedad
2026-05-14,2,El Progreso,Norte,Disenador visual,22.68,118.95,ok,sin novedad
2026-05-15,3,Los Naranjos,Norte,Documentador,66.01,182.01,ok,sin novedad
2026-05-16,3,San Miguel,Sur,Disenador visual,67.37,224.03,ok,sin novedad
2026-05-17,3,La Rivera,Sur,Vocero,34.49,238.85,ok,sin novedad
2026-05-18,3,Monteverde,Sur,Coordinador,70.32,146.57,ok,sin novedad
2026-05-19,3,El Guadual,Centro,Coordinador,43.51,238.85,ok,sin novedad
2026-05-20,3,Buena Vista,Centro,Coordinador,55.05,77.05,ok,sin novedad
2026-05-21,3,La Esperanza,Centro,Vocero,61.34,168.97,ok,sin novedad
2026-05-22,4,El Progreso,Oriente,Coordinador,25.51,98.69,ok,sin novedad
2026-05-23,4,Los Naranjos,Oriente,Vocero,41.8,93.67,ok,sin novedad
2026-05-24,4,San Miguel,Oriente,Tester,29.65,160.84,revisar,verificar registro manual
2026-05-25,4,La Rivera,Norte,Vocero,53.78,78.85,ok,sin novedad
2026-05-26,4,Monteverde,Norte,Vocero,43.98,168.56,ok,sin novedad
2026-05-27,4,El Guadual,Norte,Tester,39.59,208.22,ok,sin novedad
2026-05-28,4,Buena Vista,Sur,Disenador visual,58.88,185.17,ok,sin novedad
2026-05-29,5,La Esperanza,Sur,Vocero,39.09,117.38,revisar,verificar registro manual
2026-05-30,5,El Progreso,Sur,Tester,22.32,194.57,ok,sin novedad
2026-05-31,5,Los Naranjos,Centro,Tester,59.34,149.21,ok,sin novedad
2026-06-01,5,San Miguel,Centro,Tester,33.43,106.79,ok,sin novedad
2026-06-02,5,La Rivera,Centro,Disenador visual,59.99,127.35,ok,sin novedad
2026-06-03,5,Monteverde,Oriente,Documentador,51.43,217.91,ok,sin novedad
2026-06-04,5,El Guadual,Oriente,Disenador visual,74.85,184.78,ok,sin novedad
2026-06-05,6,Buena Vista,Oriente,Coordinador,61.33,226.13,ok,sin novedad
2026-06-06,6,La Esperanza,Norte,Disenador visual,62.94,236.07,ok,sin novedad
2026-06-07,6,El Progreso,Norte,Programador,63.76,200.75,ok,sin novedad
2026-06-08,6,Los Naranjos,Norte,Coordinador,53.23,108.14,ok,sin novedad
2026-06-09,6,San Miguel,Sur,Coordinador,68.78,209.65,ok,sin novedad
2026-06-10,6,La Rivera,Sur,Coordinador,66.13,173.72,ok,sin novedad
2026-06-11,6,Monteverde,Sur,Coordinador,62.66,146.11,dato_incompleto,dato reportado tarde
2026-05-01,1,El Guadual,Centro,Documentador,56.75,159.8,ok,sin novedad
2026-05-02,1,Buena Vista,Centro,Tester,59.19,218.24,ok,sin novedad
2026-05-03,1,La Esperanza,Centro,Vocero,25.4,95.16,ok,sin novedad
2026-05-04,1,El Progreso,Oriente,Coordinador,54.42,217.68,ok,sin novedad
2026-05-05,1,Los Naranjos,Oriente,Disenador visual,65.54,152.32,ok,sin novedad
2026-05-06,1,San Miguel,Oriente,Tester,30.3,249.49,ok,sin novedad
2026-05-07,1,La Rivera,Norte,Disenador visual,33.21,235.67,ok,sin novedad
2026-05-08,2,Monteverde,Norte,Programador,35.98,154.05,ok,sin novedad
2026-05-09,2,El Guadual,Norte,Programador,70.52,77.29,ok,sin novedad
2026-05-10,2,Buena Vista,Sur,Programador,48.8,155.52,ok,sin novedad
2026-05-11,2,La Esperanza,Sur,Tester,48.26,214.23,ok,sin novedad
2026-05-12,2,El Progreso,Sur,Programador,50.87,151.51,revisar,verificar registro manual
